kunci jawaban,jawaban,score 1,score 2,score 3
Bluetooth adalah perangkat yang menjadi media tukar menukar (menerima mengirim) informasi di antara peralatan eketronik. Bluetooth merupakan media tanpa kabel. Biasanya bluethooth digunakan untuk mengirim foto atau file antar handphone.,Bluetooth adalah spesifikasi industri untuk jaringan kawasan pribadi (personal area networks atau PAN) tanpa kabel. Bluetooth menghubungkan dan dapat dipakai untuk melakukan tukar-menukar informasi di antara peralatan-peralatan. ,0.3,0.85,0.75
Bluetooth adalah perangkat yang menjadi media tukar menukar (menerima mengirim) informasi di antara peralatan eketronik. Bluetooth merupakan media tanpa kabel. Biasanya bluethooth digunakan untuk mengirim foto atau file antar handphone.,transfer antar hape ,0.1,0.25,0.1
Bluetooth adalah perangkat yang menjadi media tukar menukar (menerima mengirim) informasi di antara peralatan eketronik. Bluetooth merupakan media tanpa kabel. Biasanya bluethooth digunakan untuk mengirim foto atau file antar handphone.,Bluetooth adalah spesifikasi industri untuk jaringan kawasan pribadi (personal area networks atau PAN) tanpa kabel. Bluetooth menghubungkan dan dapat dipakai untuk melakukan tukar-menukar informasi di antara peralatan-peralatan. ,0.3,0.75,0.5
Bluetooth adalah perangkat yang menjadi media tukar menukar (menerima mengirim) informasi di antara peralatan eketronik. Bluetooth merupakan media tanpa kabel. Biasanya bluethooth digunakan untuk mengirim foto atau file antar handphone.,Bluetooth adalah jaringan pribadi tanpa kabel. dapat dipakai untuk tukar-menukar informasi antar perangkat ,0.5,0.7,0.5
Bluetooth adalah perangkat yang menjadi media tukar menukar (menerima mengirim) informasi di antara peralatan eketronik. Bluetooth merupakan media tanpa kabel. Biasanya bluethooth digunakan untuk mengirim foto atau file antar handphone.,Bluetooth adalah teknologi nirkabel (tanpa kabel) yang dapat menyambungkan beberapa perangkat melalui gelombang radio frekuensi rendah. Bluetooth menggunakan gelombang radio yang omni direksional dan dapat menembus dinding. Jadi perangkat yang memiliki bluetooth pada area tertentu akan saling tersambung tanpa digabungkan dengan seutas kabel. Bluetooth menyediakan transfer data 720 Kbps dalam jarak 40 meter. ,0.4,0.7,0.5
Bluetooth adalah perangkat yang menjadi media tukar menukar (menerima mengirim) informasi di antara peralatan eketronik. Bluetooth merupakan media tanpa kabel. Biasanya bluethooth digunakan untuk mengirim foto atau file antar handphone.,Bluetooth adalah spesifikasi industri untuk jaringan kawasan pribadi (personal area networks atau PAN) tanpa kabel. Bluetooth menghubungkan dan dapat dipakai untuk melakukan tukar-menukar informasi di antara peralatan-peralatan. Spesifiksi dari peralatan Bluetooth ini dikembangkan dan didistribusikan oleh kelompok Bluetooth Special Interest Group. ,0.5,0.85,0.75
Bluetooth adalah perangkat yang menjadi media tukar menukar (menerima mengirim) informasi di antara peralatan eketronik. Bluetooth merupakan media tanpa kabel. Biasanya bluethooth digunakan untuk mengirim foto atau file antar handphone.,"Bluetooth adalah suatu peralatan media komunikasi yang dapat digunakan untuk menghubungkan sebuah perangkat komunikasi dengan perangkat komunikasi lainnya, bluetooth umumnya digunakan di handphone, komputer atau pc, tablet, dan lain-lain. Fungsi bluetooth yaitu untuk mempermudah berbagi atau sharing file, audio, menggantikan penggunaan kabel dan lain-lain. Saat ini sudah banyak sekali perangkat yang menggunakan bluetooth. ",0.38,0.85,0.75
Bluetooth adalah perangkat yang menjadi media tukar menukar (menerima mengirim) informasi di antara peralatan eketronik. Bluetooth merupakan media tanpa kabel. Biasanya bluethooth digunakan untuk mengirim foto atau file antar handphone.,Bluetooth adalah teknologi jaringan tanpa kabel yang berjarak pendek untuk menghubungkan 2 alat ,0.32,0.3,0.25
Bluetooth adalah perangkat yang menjadi media tukar menukar (menerima mengirim) informasi di antara peralatan eketronik. Bluetooth merupakan media tanpa kabel. Biasanya bluethooth digunakan untuk mengirim foto atau file antar handphone.,Jaringan yang digunakan untuk pengiriman data ,0.16,0.15,0.25
Bluetooth adalah perangkat yang menjadi media tukar menukar (menerima mengirim) informasi di antara peralatan eketronik. Bluetooth merupakan media tanpa kabel. Biasanya bluethooth digunakan untuk mengirim foto atau file antar handphone.,suatu alat untuk tranfer file yang terbatas jarak. ,0.2,0.3,0.25
Bluetooth adalah perangkat yang menjadi media tukar menukar (menerima mengirim) informasi di antara peralatan eketronik. Bluetooth merupakan media tanpa kabel. Biasanya bluethooth digunakan untuk mengirim foto atau file antar handphone.,Bluetooth adalah spesifikasi industri untuk jaringan kawasan pribadi (personal area networks atau PAN) tanpa kabel. Bluetooth menghubungkan dan dapat dipakai untuk melakukan tukar-menukar informasi di antara peralatan-peralatan. ,0.3,0.75,0.5
Bluetooth adalah perangkat yang menjadi media tukar menukar (menerima mengirim) informasi di antara peralatan eketronik. Bluetooth merupakan media tanpa kabel. Biasanya bluethooth digunakan untuk mengirim foto atau file antar handphone.,teknologi sinyal untuk menghubungkan perangkat dalam pengiriman dan penerimaan data ,0.25,0.4,0.25
Bluetooth adalah perangkat yang menjadi media tukar menukar (menerima mengirim) informasi di antara peralatan eketronik. Bluetooth merupakan media tanpa kabel. Biasanya bluethooth digunakan untuk mengirim foto atau file antar handphone.,Bluetooth adalah spesifikasi industri untuk jaringan kawasan pribadi (personal area networks atau PAN) tanpa kabel. ,0.28,0.4,0.25
Bluetooth adalah perangkat yang menjadi media tukar menukar (menerima mengirim) informasi di antara peralatan eketronik. Bluetooth merupakan media tanpa kabel. Biasanya bluethooth digunakan untuk mengirim foto atau file antar handphone.,"Suatu peralatan media komunikasi yang dapat digunakan untuk menghubungkan sebuah perangkat komunikasi dengan perangkat komunikasi lainnya, bluetooth umumnya digunakan di handphone, komputer atau pc, tablet, dan lain-lain. ",0.28,0.35,0.25
Bluetooth adalah perangkat yang menjadi media tukar menukar (menerima mengirim) informasi di antara peralatan eketronik. Bluetooth merupakan media tanpa kabel. Biasanya bluethooth digunakan untuk mengirim foto atau file antar handphone.,menghubungkan dan dapat dipakai untuk melakukan tukar menukar informasi di antara peralatan peralatan ,0.3,0.6,0.5
Bluetooth adalah perangkat yang menjadi media tukar menukar (menerima mengirim) informasi di antara peralatan eketronik. Bluetooth merupakan media tanpa kabel. Biasanya bluethooth digunakan untuk mengirim foto atau file antar handphone.,Bluetooth adalah spesifikasi industri untuk jaringan kawasan pribadi (personal area networks atau PAN) tanpa kabel. Bluetooth menghubungkan dan dapat dipakai untuk melakukan tukar-menukar informasi di antara peralatan-peralatan. Spesifiksi dari peralatan Bluetooth ini dikembangkan dan didistribusikan oleh kelompok Bluetooth Special Interest Group. ,0.35,0.85,0.5
Bluetooth adalah perangkat yang menjadi media tukar menukar (menerima mengirim) informasi di antara peralatan eketronik. Bluetooth merupakan media tanpa kabel. Biasanya bluethooth digunakan untuk mengirim foto atau file antar handphone.,menstransfer data melalui ponsel ,0.1,0.25,0.1
Bluetooth adalah perangkat yang menjadi media tukar menukar (menerima mengirim) informasi di antara peralatan eketronik. Bluetooth merupakan media tanpa kabel. Biasanya bluethooth digunakan untuk mengirim foto atau file antar handphone.,Bluetooth adalah spesifikasi industri untuk jaringan kawasan pribadi (personal area networks atau PAN) tanpa kabel. Bluetooth menghubungkan dan dapat dipakai untuk melakukan tukar-menukar informasi di antara peralatan-peralatan. ,0.3,0.8,0.5
Bluetooth adalah perangkat yang menjadi media tukar menukar (menerima mengirim) informasi di antara peralatan eketronik. Bluetooth merupakan media tanpa kabel. Biasanya bluethooth digunakan untuk mengirim foto atau file antar handphone.,Bluetooth merupakan media untuk transfer data ,0.28,0.25,0.25
Bluetooth adalah perangkat yang menjadi media tukar menukar (menerima mengirim) informasi di antara peralatan eketronik. Bluetooth merupakan media tanpa kabel. Biasanya bluethooth digunakan untuk mengirim foto atau file antar handphone.,Bluetooth adalah suatu peralatan media komunikasi yang dapat digunakan untuk menghubungkan sebuah perangkat komunikasi dengan perangkat komunikasi lainnya. ,0.33,0.3,0.25
Bluetooth adalah perangkat yang menjadi media tukar menukar (menerima mengirim) informasi di antara peralatan eketronik. Bluetooth merupakan media tanpa kabel. Biasanya bluethooth digunakan untuk mengirim foto atau file antar handphone.,Blue = biru tooth= gigi jadi gigi biru ,0,0,0
Bluetooth adalah perangkat yang menjadi media tukar menukar (menerima mengirim) informasi di antara peralatan eketronik. Bluetooth merupakan media tanpa kabel. Biasanya bluethooth digunakan untuk mengirim foto atau file antar handphone.,bluetooth adalah spesifikasi industri untuk untuk jaringgan dengan kawasan pribadi ,0.12,0.2,0.25
Bluetooth adalah perangkat yang menjadi media tukar menukar (menerima mengirim) informasi di antara peralatan eketronik. Bluetooth merupakan media tanpa kabel. Biasanya bluethooth digunakan untuk mengirim foto atau file antar handphone.,bluetooth adalah spesifikasi industri untuk jaringan dengan kawasan pribadi / PAN tanpa kabel yang berfungsi untuk melakukan tukar menukar informasi antara gadget yang memiliki konektivitas bluetooth. ,0.28,0.6,0.5
Bluetooth adalah perangkat yang menjadi media tukar menukar (menerima mengirim) informasi di antara peralatan eketronik. Bluetooth merupakan media tanpa kabel. Biasanya bluethooth digunakan untuk mengirim foto atau file antar handphone.,Bluetooth adalah Gigi Biru atau biasa digunakan untuk menghubungan perangkat elektronik yang ingin bertukar data. ,0.28,0.3,0.25
Bluetooth adalah perangkat yang menjadi media tukar menukar (menerima mengirim) informasi di antara peralatan eketronik. Bluetooth merupakan media tanpa kabel. Biasanya bluethooth digunakan untuk mengirim foto atau file antar handphone.,penghubung nirkabel antar device dengan jarak jangkauan yang terbatas dan sempit. ,0.08,0.1,0.1
Bluetooth adalah perangkat yang menjadi media tukar menukar (menerima mengirim) informasi di antara peralatan eketronik. Bluetooth merupakan media tanpa kabel. Biasanya bluethooth digunakan untuk mengirim foto atau file antar handphone.,spesifikasi industri untuk jaringan kawasan pribadi (personal area networks atau PAN) tanpa kabel. Bluetooth menghubungkan dan dapat dipakai untuk melakukan tukar-menukar informasi di antara peralatan-peralatan. ,0.3,0.65,0.25
Bluetooth adalah perangkat yang menjadi media tukar menukar (menerima mengirim) informasi di antara peralatan eketronik. Bluetooth merupakan media tanpa kabel. Biasanya bluethooth digunakan untuk mengirim foto atau file antar handphone.,fitur transfer data dengan jarak tertentu tanpa koneksi internet ,0.18,0.2,0.25
Bluetooth adalah perangkat yang menjadi media tukar menukar (menerima mengirim) informasi di antara peralatan eketronik. Bluetooth merupakan media tanpa kabel. Biasanya bluethooth digunakan untuk mengirim foto atau file antar handphone.,Bluetooth adalah media pengiriman yang menggunakan frequensi tertentu ,0.2,0.25,0.25
Bluetooth adalah perangkat yang menjadi media tukar menukar (menerima mengirim) informasi di antara peralatan eketronik. Bluetooth merupakan media tanpa kabel. Biasanya bluethooth digunakan untuk mengirim foto atau file antar handphone.,Bluetooth adalah spesifikasi industri untuk jaringan kawasan pribadi (personal area networks atau PAN) tanpa kabel. Bluetooth menghubungkan dan dapat dipakai untuk melakukan tukar-menukar informasi di antara peralatan-peralatan. ,0.3,0.65,0.5
Bluetooth adalah perangkat yang menjadi media tukar menukar (menerima mengirim) informasi di antara peralatan eketronik. Bluetooth merupakan media tanpa kabel. Biasanya bluethooth digunakan untuk mengirim foto atau file antar handphone.,spesifikasi industri untuk jaringan kawasan pribadi (personal area networks atau PAN) tanpa kabel. Bluetooth menghubungkan dan dapat dipakai untuk melakukan tukar-menukar informasi di antara peralatan-peralatan. ,0.3,0.65,0.5
Bluetooth adalah perangkat yang menjadi media tukar menukar (menerima mengirim) informasi di antara peralatan eketronik. Bluetooth merupakan media tanpa kabel. Biasanya bluethooth digunakan untuk mengirim foto atau file antar handphone.,Bluetuooth suatu software yang di gunakan untuk mentrasnfer data tanpa menggunakan peralatan - peralatan bantuan seperti kabel. ,0.38,0.3,0.25
Bluetooth adalah perangkat yang menjadi media tukar menukar (menerima mengirim) informasi di antara peralatan eketronik. Bluetooth merupakan media tanpa kabel. Biasanya bluethooth digunakan untuk mengirim foto atau file antar handphone.,Blue=Biru Tooth=Gigi Jadi Gigi Biru ,0,0,0
Bluetooth adalah perangkat yang menjadi media tukar menukar (menerima mengirim) informasi di antara peralatan eketronik. Bluetooth merupakan media tanpa kabel. Biasanya bluethooth digunakan untuk mengirim foto atau file antar handphone.,Bluetooth adalah spesifikasi industri untuk jaringan kawasan pribadi (personal area networks atau PAN) tanpa kabel. Bluetooth menghubungkan dan dapat dipakai untuk melakukan tukar-menukar informasi di antara peralatan-peralatan ,0.3,0.4,0.25
Bluetooth adalah perangkat yang menjadi media tukar menukar (menerima mengirim) informasi di antara peralatan eketronik. Bluetooth merupakan media tanpa kabel. Biasanya bluethooth digunakan untuk mengirim foto atau file antar handphone.,Bluetooth adalah spesifikasi industri untuk jaringan kawasan pribadi (personal area networks atau PAN) tanpa kabel ,0.28,0.3,0.25
Bluetooth adalah perangkat yang menjadi media tukar menukar (menerima mengirim) informasi di antara peralatan eketronik. Bluetooth merupakan media tanpa kabel. Biasanya bluethooth digunakan untuk mengirim foto atau file antar handphone.,media share data tanpa kabel ,0.2,0.2,0.25
Bluetooth adalah perangkat yang menjadi media tukar menukar (menerima mengirim) informasi di antara peralatan eketronik. Bluetooth merupakan media tanpa kabel. Biasanya bluethooth digunakan untuk mengirim foto atau file antar handphone.,bluetooth adalah spesifikasi industri untuk jaringan pribadi tanpa kabel ,0.26,0.25,0.25
Bluetooth adalah perangkat yang menjadi media tukar menukar (menerima mengirim) informasi di antara peralatan eketronik. Bluetooth merupakan media tanpa kabel. Biasanya bluethooth digunakan untuk mengirim foto atau file antar handphone.,Bluetooth adalah sebuah media yang di gunakan untuk berbagi (share) data. ,0.28,0.25,0.25
Bluetooth adalah perangkat yang menjadi media tukar menukar (menerima mengirim) informasi di antara peralatan eketronik. Bluetooth merupakan media tanpa kabel. Biasanya bluethooth digunakan untuk mengirim foto atau file antar handphone.,adalah sebuah sisstem yang berfungsi untuk transfer file atau data tanpa melalui kabel ,0.3,0.25,0.25
